number,title,languages,featured,raycast_friendly,author,source,published,languages_declared,try_link,images_count,prompt
89,E-commerce Main Image - Luxury Watch Editorial Layout Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6266,0,"A glamorous editorial for a luxury watch brand, 1:1.\n\nLAYOUT: Irregular grid (1+2) - large hero left, two supporting images stacked right\nDIRECTION: None (editorial arrangement)\nBACKGROUND: Warm cream base (#FAF6F0), studio shots with soft beige gradient\nPRODUCT: 3D render - hero full product, supporting close-ups and angles\nDYNAMIC: None (static elegance)\nTONE: Color contrast - chrome silver watch blends with earth-toned background, warm luxury throughout\nSTYLE: Minimal + Soft hybrid, collection presentation\n\nGRID COMPOSITION:\n\nHERO CELL (left 60%):\nFull shot of luxury watch on a neutral wrist, standing with slight turn, elegant pose, hands relaxed, soft expression, minimal jewelry\nBackground: Soft beige gradient, clean studio\n\nSUPPORTING CELL 1 (top right, 20%):\nDetail shot - watch on wrist, bias cut visible, hand touching watch\nBackground: Cream solid\n\nSUPPORTING CELL 2 (bottom right, 20%):\nBack view - watch detail, strap construction, elegant neckline\nBackground: Matching cream\n\nPRODUCT INFO OVERLAY:\n- Color swatches: 4 circles ({argument name=""color 1"" default=""Silver""}, {argument name=""color 2"" default=""Champagne""}, {argument name=""color 3"" default=""Blush""}, {argument name=""color 4"" default=""Gold""}) with names\n\nTYPOGRAPHY:\n""TIMELESS LUXURY"" headline in elegant serif\n""Elegance Redefined"" tagline\nBrand logo top left\n\nCAMERA: Hasselblad X2D, 85mm for full body, 100mm macro for details, consistent soft studio lighting\n\nStyle keywords: collection showcase, irregular grid, chrome watch, minimal luxury, product presentation. A stylish handwritten signature Willy is elegantly and small letters placed at the Bottom Right corner."
90,E-commerce Main Image - Organic Beauty Product Photography Template,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6300,0,"\[BEAUTY PRODUCT\] surrounded by \[raw ingredient: flowers, fruits, herbs, minerals\], natural origin story, fresh and organic aesthetic, ingredient transparency, bright clean lighting, botanical beauty."
91,E-commerce Main Image - Minimalist Chocolate Packaging Grid for New Flavors,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6310,0,"{\n  ""scene_overview"": {\n    ""setting"": ""Studio product photography setup"",\n    ""background"": ""Clean, off-white neutral surface and wall"",\n    ""time_of_day"": ""Not specified (controlled indoor lighting)"",\n    ""atmosphere"": ""Minimalist, modern, premium, calm"",\n    ""mood"": ""Artisanal, refined, contemporary""\n  },\n  ""composition"": {\n    ""layout"": ""Grid layout with four products"",\n    ""arrangement"": ""Two rows and two columns"",\n    ""alignment"": ""Each chocolate bar centered within its quadrant"",\n    ""spacing"": ""Even spacing with clear separation between products"",\n    ""perspective"": ""Straight-on, eye-level product view""\n  },\n  ""products"": {\n    ""brand_name"": ""AGI BAR"",\n    ""product_type"": ""Chocolate bars"",\n    ""cacao_percentage"": ""80% CACAO"",\n    ""quantity"": 4,\n    ""packaging_style"": ""Flat, rectangular paper wrappers"",\n    ""design_theme"": ""Minimalist typography with vintage-style ingredient illustrations""\n  },\n  ""individual_variants"": [\n    {\n      ""position"": ""Top left"",\n      ""flavor_name"": ""{argument name=""flavor 1"" default=""Salted Caramel""}"",\n      ""wrapper_color"": ""Warm mustard yellow"",\n      ""text_color"": ""Dark brown"",\n      ""illustration"": ""Small cube of caramel with dripping glaze and salt crystals"",\n      ""visual_tone"": ""Warm, indulgent""\n    },\n    {\n      ""position"": ""Top right"",\n      ""flavor_name"": ""{argument name=""flavor 2"" default=""Fire Jalapeño""}"",\n      ""wrapper_color"": ""Muted red"",\n      ""text_color"": ""Dark brown"",\n      ""illustration"": ""Jalapeño pepper with flame on top"",\n      ""visual_tone"": ""Bold, spicy, intense""\n    },\n    {\n      ""position"": ""Bottom left"",\n      ""flavor_name"": ""{argument name=""flavor 3"" default=""Himalayan Sea Salt""}"",\n      ""wrapper_color"": ""Soft pastel blue"",\n      ""text_color"": ""Dark navy/charcoal"",\n      ""illustration"": ""Cacao pod with scattered salt crystals"",\n      ""visual_tone"": ""Cool, clean, refined""\n    },\n    {\n      ""position"": ""Bottom right"",\n      ""flavor_name"": ""Madagascar Vanilla"",\n      ""wrapper_color"": ""Light cream / beige"",\n      ""text_color"": ""Dark brown"",\n      ""illustration"": ""Vanilla flower with vanilla pods"",\n      ""visual_tone"": ""Elegant, smooth, classic""\n    }\n  ],\n  ""typography"": {\n    ""primary_text"": ""AGI BAR"",\n    ""secondary_text"": ""80% CACAO"",\n    ""flavor_text"": ""Flavor name printed near bottom"",\n    ""font_style"": ""Bold, uppercase, sans-serif with slightly rough texture"",\n    ""hierarchy"": ""Brand name largest, cacao percentage medium, flavor smallest""\n  },\n  ""lighting"": {\n    ""light_type"": ""Soft, diffused studio lighting"",\n    ""shadow_style"": ""Subtle shadows beneath and around packaging"",\n    ""highlights"": ""Even illumination with no harsh reflections"",\n    ""contrast"": ""Low to medium, natural""\n  },\n  ""color_palette"": {\n    ""dominant_colors"": [\n      ""Mustard yellow"",\n      ""Muted red"",\n      ""Pastel blue"",\n      ""Cream beige""\n    ],\n    ""accent_colors"": [\n      ""Dark brown"",\n      ""Charcoal"",\n      ""Navy""\n    ],\n    ""overall_palette"": ""Muted, earthy, premium""\n  },\n  ""style"": {\n    ""visual_style"": ""Clean,"
92,E-commerce Main Image - Luxury Product Photography for Artisanal Vanilla Coffee,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6329,0,"Luxury product photography of artisanal vanilla ground coffee packaged in a soft sculpted ivory pouch with gentle wave contours, minimal branding embossed into fabric. The pouch rests on a rustic oak tabletop dusted with coffee grounds, accompanied by a hand-carved wooden scoop spilling aromatic powder.\nNatural Madagascar vanilla pods curve organically around the base, blending into drifting coffee granules that form a subtle flowing aroma path instead of a spiral.\nOn the pouch front, a modern sensory chart: thin matte gold lines showing flavor balance — low acidity, rich sweetness, full-bodied depth.\nWarm morning sunlight enters from the left at a low angle, creating soft shadows and tactile fabric highlights. Background fades into a cozy café interior with creamy bokeh lights, evoking calm morning rituals.\nUltra-sharp macro texture on vanilla pods and coffee grains, cinematic depth of field, premium lifestyle aesthetic, inviting, warm, handcrafted, high-end brand feel."
93,E-commerce Main Image - Ultra-Cinematic Product Photography of 'NOIR BREW' Coffee Bottle,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6325,0,"Ultra-cinematic premium coffee bottle labeled “{argument name=""product name"" default=""NOIR BREW""}”, matte black glass with gold typography, floating upright amid swirling espresso waves and roasted coffee beans. Steam and mist curling around the bottle, dramatic low-key lighting with warm highlights and deep shadows, rich brown color grading, macro condensation details, cinematic depth of field, photorealistic, 8K, luxury branding aesthetic."
94,E-commerce Main Image - Ultra-Cinematic Floating Energy Drink Product Shot,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6261,0,"Ultra-cinematic product photography of a {argument name=""drink color"" default=""purple""} energy drink can labeled “{argument name=""drink name"" default=""INFINITY ENERGY DRINK – NIGHT KING""}” in bold white typography, floating mid-air at a dynamic three-quarter angle, wrapped with sleek black over-ear headphones; explosive liquid arcs and splashes frozen in time around the can, crystal-clear ice cubes and glossy berries (raspberries, blueberries, strawberries) suspended in motion, tiny droplets and mist filling the scene; dramatic high-contrast studio lighting with a powerful top key light, sharp rim lights tracing the can edges, and deep shadows for a dark, premium mood; monochromatic purple color palette with luminous highlights and metallic reflections, subtle neon glow accents; shallow depth of field isolating the can as the hero subject, hyper-detailed condensation on the aluminum surface, macro texture on fruit and water; volumetric light rays, floating particles, high-speed splash photography aesthetic, photorealistic, ultra-detailed, 8K, luxury advertising style, sharp focus, no watermark."
95,E-commerce Main Image - Hyper-Realistic Commercial Product Photography (Splash Effect),en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6165,0,"{\n  ""master_prompt"": {\n    ""global_settings"": {\n      ""resolution"": ""8K ultra-high-definition"",\n      ""aspect_ratio"": ""3:4 vertical"",\n      ""style"": ""hyper-realistic AI-edited commercial product photography"",\n      ""sharpness"": ""extreme clarity, micro-detail visibility"",\n      ""lighting_quality"": ""cinematic studio lighting with controlled highlights and shadows"",\n      ""motion_freeze"": ""high-speed capture, frozen splashes and particles"",\n      ""noise"": ""none"",\n      ""artifacts"": ""none""\n    },\n\n    ""module_1_image_1_style"": {\n      ""subject"": {\n        ""type"": ""beverage can"",\n        ""material"": ""matte black metal"",\n        ""surface_details"": ""fine condensation droplets evenly distributed"",\n        ""branding_text_visible"": [\n          ""{argument name=""can brand 1"" default=""SNICKERS""}"",\n          ""STOUTT"",\n          ""BERRY WHIPT"",\n          ""BREW IN WITT ISLAUTT""\n        ]\n      },\n      ""pose_and_orientation"": {\n        ""position"": ""upright, centered"",\n        ""angle"": ""slight forward-facing perspective"",\n        ""scale"": ""dominant foreground subject""\n      },\n      ""liquid_and_motion"": {\n        ""liquid_color"": ""glossy pink"",\n        ""liquid_texture"": ""thick, creamy, whipped consistency"",\n        ""motion"": ""explosive upward splash wrapping around the can"",\n        ""splash_shape"": ""curved arcs with sharp liquid peaks and droplets""\n      },\n      ""floating_elements"": {\n        ""berries"": [\n          ""raspberries"",\n          ""blackberries"",\n          ""blueberries""\n        ],\n        ""chocolate_pieces"": ""rectangular chocolate chunks with sharp edges"",\n        ""nuts"": ""round and halved nuts scattered near base and mid-air"",\n        ""distribution"": ""suspended at various depths around the can""\n      },\n      ""background"": {\n        ""color_gradient"": ""purple to blue"",\n        ""light_effects"": ""soft radial glow behind can"",\n        ""particles"": ""small pink droplets and specks floating""\n      },\n      ""surface_and_reflection"": {\n        ""base"": ""glossy reflective surface"",\n        ""reflection_quality"": ""clear mirrored reflection with slight ripple distortion""\n      }\n    },\n\n    ""module_2_image_2_style"": {\n      ""subject"": {\n        ""type"": ""plastic protein drink bottle"",\n        ""color"": ""deep matte blue"",\n        ""surface_details"": ""condensation droplets across entire bottle"",\n        ""label_text_visible"": [\n          ""milk & yogurt"",\n          ""mock up"",\n          ""protein"",\n          ""SEPARATED SHADOWS""\n        ]\n      },\n      ""pose_and_orientation"": {\n        ""position"": ""slightly tilted to the right"",\n        ""angle"": ""three-quarter view"",\n        ""motion_feel"": ""dynamic, leaning into splash""\n      },\n      ""liquid_and_motion"": {\n        ""liquid_color"": ""white and light beige milk mixture"",\n        ""texture"": ""smooth, creamy, fluid"",\n        ""motion"": ""swirling splash rising around bottle base and sides""\n      },\n      ""floating_elements"": {\n        ""blueberries"": ""whole and halved blueberries at different dept""\n      }\n    }\n  }\n}"
96,E-commerce Main Image - Exploded View Product Photography Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6146,0,"[{argument name=""product name"" default=""product""}], high-end product advertising, white seamless background, exploded view with inner mechanics revealed, outer shell hovering above core, micro screws and components suspended, perfect alignment guides implied, crisp soft shadow, ultra realistic, macro product photography, 100mm lens look, f/8, 8k, 1:1"
97,E-commerce Main Image - Artisan Chocolate Product Visuals (Multi-Image Prompt),en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6179,0,"""style"": ""ultra-realistic food photography, luxury editorial, macro-detail, natural textures"",\n  ""images"": [\n    {\n      ""id"": ""image_1"",\n      ""subject"": ""assorted praline tower"",\n      ""composition"": ""staggered vertical tower, center frame, loose organic stacking"",\n      ""details"": {\n        ""fillings"": [\n          ""hazelnut chunks irregularly clumped at base"",\n          ""raspberry gel naturally puddled"",\n          ""salted caramel with realistic flow lines"",\n          ""coffee ganache with smooth wave texture"",\n          ""passionfruit filling with visible pulp specks""\n        ],\n        ""accent"": ""one unique metallic gold nut per filling type placed at layer transitions"",\n        ""stand"": ""brushed gold stand with subtle reflections""\n      },\n      ""lighting"": {\n        ""type"": ""dramatic side lighting"",\n        ""angle"": ""35 degrees left"",\n        ""effects"": ""authentic filling refractions, layered shadow play""\n      },\n      ""background"": ""{argument name=""background color"" default=""teal-to-navy""} gradient with suspended gold motes"",\n      ""mood"": ""luxurious, indulgent, artisanal depth""\n    },\n    {\n      ""id"": ""image_2"",\n      ""subject"": ""ruby chocolate tablet"",\n      ""composition"": ""floating hexagonal segments above black textured paper liner"",\n      ""details"": {\n        ""surface"": ""hand-tempered imperfections, translucent ruby pink"",\n        ""inclusions"": ""embedded fruit flecks visible through chocolate"",\n        ""motion"": ""ruby cacao nibs falling in gravity-realistic arc from one segment""\n      },\n      ""lighting"": {\n        ""key"": ""top-down at 12 o'clock"",\n        ""rim"": ""soft pink rim light at 3 o'clock"",\n        ""effects"": ""authentic shadows, enhanced translucency""\n      },\n      ""background"": ""black-to-warm pink radial gradient with subtle sparkle specks"",\n      ""mood"": ""modern, vibrant, floating tension""\n    },\n    {\n      ""id"": ""image_3"",\n      ""subject"": ""white chocolate bonbons"",\n      ""composition"": ""organic cluster on clear glass stand"",\n      ""details"": {\n        ""marbling"": [\n          ""central bonbon with irregular orange passionfruit veins"",\n          ""surrounding bonbons with pink raspberry swirls"",\n          ""green matcha flecks with varied density""\n        ],\n        ""cutaway"": ""one bonbon sliced vertically showing gel core with real fruit speckles"",\n        ""props"": ""dried fruit flecks scattered below (orange zest curls, raspberry seeds)""\n      },\n      ""lighting"": {\n        ""key"": ""soft high-key front light at 10 degrees"",\n        ""rim"": ""rear rim light at 35 degrees"",\n        ""effects"": ""enhanced marbling contrast and glass refractions""\n      },\n      ""background"": ""soft taupe with fruit-toned bokeh"",\n      ""mood"": ""elegant, fresh, handcrafted""\n    },\n    {\n      ""id"": ""image_5"",\n      ""subject"": ""dark chocolate pistachio bar"",\n      ""composition"": ""vertical bar centered on polished black granite slab"",\n      ""details"": {\n        ""cross_section"": ""precision side cut revealing layered pista"
98,E-commerce Main Image - Master Prompt for Premium Minimalist Product Photography,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6002,0,"Premium minimalist product photography. A {argument name=""brand name"" default=""BRAND""} {argument name=""product name"" default=""PRODUCT""} featuring {argument name=""packaging details"" default=""PACKAGING/LOGO DETAILS""} placed at the center of the frame. The product rests on {argument name=""surface type"" default=""SURFACE""} surrounded by {argument name=""relevant props"" default=""RELEVANT PROPS""}. Clean matte {argument name=""background color"" default=""COLOR""} background with subtle gradient. Soft diffused lighting with gentle rim light creates a luminous glow highlighting {argument name=""key features"" default=""KEY FEATURES""}. Sharp focus, high clarity, realistic textures, luxury advertising style, modern branding, ultra-realistic, 8K detail, high dynamic range. \n\nNegative Prompt: hands, people, faces, clutter, harsh reflections, label distortion, unreadable text, warped product, hard shadows, grain, noise, low resolution, CGI look, cartoon style, messy spills, uneven lighting, watermark"
99,E-commerce Main Image - Commercial Fashion Photograph with Strict Garment Preservation (Variant),en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5988,0,"{\n  ""task_configuration"": {\n    ""type"": ""GENERATE"",\n    ""sub_type"": ""commercial_lifestyle_photograph"",\n    ""reference_logic"": ""STRICT_GARMENT_PRESERVATION_FROM_INPUT"",\n    ""aesthetic"": ""high_end_fashion_campaign"",\n    ""output_quality"": ""high_resolution_photorealistic""\n  },\n  ""subject_definition"": {\n    ""identity"": {\n      ""demographic"": ""white American female model"",\n      ""physique"": ""fit"",\n      ""appearance"": ""beautiful, naturally styled""\n    },\n    ""skin_and_features"": {\n      ""realism_rule"": ""macro_level_human_realism; NO artificial smoothing or filtering"",\n      ""texture_details"": [\n        ""visible natural pores"",\n        ""light blemishes and imperfections"",\n        ""soft expression lines around eyes/mouth"",\n        ""light freckles across nose/cheeks"",\n        ""natural skin highlights and subsurface scattering""\n      ],\n      ""makeup"": ""minimal, natural or bare skin look""\n    },\n    ""attire_constraints"": {\n      ""source"": ""garment_from_input_reference_image"",\n      ""preservation_rules"": [\n        ""exact color dye and pattern"",\n        ""exact fabric weave and texture"",\n        ""exact thread stitching details"",\n        ""exact fit, drape, and silhouette on the body""\n      ],\n      ""modification_permission"": ""NONE""\n    },\n    ""pose"": {\n      ""framing"": ""full_body_standing"",\n      ""style"": ""natural, relaxed, confident"",\n      ""orientation"": ""facing camera to showcase garment front""\n    }\n  },\n  ""environment_definition"": {\n    ""location_type"": ""outdoor_urban_sidewalk"",\n    ""specific_context"": ""outside a stylish cafe or artisan building facade"",\n    ""contextual_logic"": ""architecture and decor must visually complement the style of the reference clothing"",\n    ""atmosphere"": ""elevated, authentic city life, cinematic quality"",\n    ""background_elements"": [\n      ""textured building materials (brick, stone, wood)"",\n      ""cafe seating or planter boxes"",\n      ""pavement textures""\n    ]\n  },\n  ""composition_and_layout"": {\n    ""camera_principles"": [\n      ""commercial fashion standards"",\n      ""golden ratio alignment of subject"",\n      ""product-centered focus"",\n      ""grid alignment""\n    ],\n    ""framing_scale"": ""wide full shot (head to toe)"",\n    ""spatial_margins"": {\n      ""top_margin"": ""generous clear space above head for potential typography/cropping"",\n      ""side_margins"": ""balanced clear space"",\n      ""bottom_margin"": ""clear space below feet""\n    }\n  },\n  ""lighting_and_optics"": {\n    ""source"": ""natural daylight"",\n    ""quality"": ""soft, diffused sunlight or open shade"",\n    ""color_temperature"": ""warm undertones"",\n    ""shadows"": ""clean, natural falloff defining form without harshness""\n  },\n  ""constraints_and_prohibitions"": {\n    ""must_not_render"": [\n      ""airbrushed skin"",\n      ""plastic textures"",\n      ""studio backdrop"",\n      ""altered clothing design"",\n      ""overly posed look""\n    ]\n  }\n}"
100,E-commerce Main Image - Winter Cabin Scene with Frosted Window and Coca-Cola Can,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5966,0,"Ultra-realistic winter cabin scene viewed from indoors through a frosted window. A cold {argument name=""product"" default=""Coca-Cola can""} placed on the wooden window sill, condensation and frost crystals visible on the glass. Outside, heavy snowfall, snow-covered pine trees, and a cozy wooden log cabin with warm orange lights glowing from the window. Soft firelight flickering near the cabin, cinematic depth of field, shallow focus on the Coca-Cola can, background slightly blurred. Moody winter atmosphere, contrast between warm interior tones and cold blue snowy exterior. Photorealistic lighting, soft bokeh snow particles, premium commercial photography style, ultra-detailed textures, 8K resolution.\nNegative Prompt (optional):\ncartoon, illustration, low quality, blurry, overexposed, distorted logo, extra text, watermark, unrealistic proportions"
101,E-commerce Main Image - Solarpunk Product Showcase with Bioluminescence,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5983,0,"A stunning solarpunk product showcase featuring an elegant grid arrangement of sustainable technology products seamlessly integrated with lush botanical elements. The scene displays bio-engineered devices with flowing organic curves and living moss accents arranged in perfect symmetry on a reclaimed wood surface. Each product emanates a soft bioluminescent glow, featuring translucent bio-plastic casings with visible internal plant root systems and flowing water channels. The background reveals a verdant living wall cascade with hanging air-purifying vines, integrated solar panel leaves, and delicate flowering pods that power the displayed technology.\n\nGolden hour sunlight streams through floor-to-ceiling windows, casting warm amber rays that dance across the green foliage and illuminate the products with a dreamy, ethereal backlight. Soft volumetric lighting creates gentle lens flares and highlights the organic textures of both nature and technology. The atmosphere feels optimistic and serene, embodying a harmonious future where innovation and nature coexist beautifully.\n\nShot from a slightly elevated three-quarter angle using a wide-angle lens with shallow depth of field, creating artistic bokeh in the background vegetation while keeping the product grid in sharp focus. The composition follows rule of thirds with leading lines created by the wooden planks and vine arrangements. Professional commercial photography style with vibrant color grading emphasizing rich emerald greens, warm golden tones, and creamy white highlights. The aesthetic balances minimalist {argument name=""design style"" default=""Korean""} design sensibilities with abundant natural elements, creating an Instagram-worthy visual that suggests premium eco-luxury and sustainable innovation. Photorealistic rendering with high dynamic range, crisp details, and subtle film grain for organic authenticity.\nA stylish handwritten signature Willy is elegantly and small letters placed at the Bottom Right corner."
102,E-commerce Main Image - Character Ekiben (Lunch Box) Product Shot,ja,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6053,0,"Character Name: {argument name=""キャラクター名"" default=""[Character Name]""}\n(Scene/Moment)\nA single shot capturing the moment the lid of a character-themed lunch box (Ekiben style), packaged for sale, is opened.\n\nThe transparent or paper lid is partially covering the lunch box, revealing the contents.\n\n(Packaging/Lid Expression)\nThe outside of the lid is printed with a commercial package design based on the character in the reference image. Various exaggerated sales phrases based on the reference image are displayed with high quality and high sense.\n\nDesign that looks like it would be lined up in an actual Ekiben stall.\nIllustration of the character deformed with a 'food' theme.\nLimited color palette, layout resembling food labels, logos, and catchphrases.\nDisplay a price that greatly reflects the concept of the reference image and the lunch box.\n\nIncludes a humorous product name that utilizes the character's personality.\nIf a character name is set at the beginning, use it.\nRealistic depiction of print gloss, paper thickness, and folded parts.\n*This lid is strongly linked to the concept of the contents.\n(Composition/Shooting Style)\nShoot the lunch box placed on a table from a **slightly diagonal top-down perspective (product photography flat lay)**.\n\n8K resolution, ultra-realistic food photography.\n\nQuality that would not look out of place in a convenience store, department store basement, or Ekiben fair.\n(Container - Lunch Box)\nA mass-produced, realistic lunch box container.\n\nCommon lunch box containers such as black, white, or wood grain.\nWith dividers or integrated.\nRealistic depiction of rounded corners, molding marks, and shadows on the rim.\n\nBasic Structure of Character Representation\nFace/Body:\n\nThree-dimensionally shaped rice (white rice/seasoned rice/mixed rice, etc., changing according to the concept).\nExpression/Outline:\n\nThree-dimensionally expressed using nori (seaweed), salted kelp, sesame seeds, fried pasta, chopped vegetables, etc.\nConcept-Specific Side Dishes\nThe concept exaggerates the characteristics of the reference image.\nNot a fixed menu, but changes freely according to the character and world view.\nAll side dishes are composed only of real ingredients and cooking methods,\n\nEach one has a solid three-dimensional feel and texture.\n(Color Design)\nDo not use the colors of the reference image directly,\nTranslate using only natural colors as food ingredients.\nWhite/light brown of rice.\nGolden brown of fried food.\nGreen of vegetables.\nRed of tomato/plum/carrot.\nYellow of egg.\nBlack of nori/sesame.\nDesigned to recognize the character not by 'color coding' but by\nDifferences in texture, shape, and arrangement.\n(Text/Logo Expression: Reinforcing the feeling of a product for sale)\nThree-dimensional expression of the product name and catchphrase using food items in the empty space within the lunch box.\n\nExaggerate the characteristics of the reference image.\nThe text is composed entirely of “edible items.”\n(Background/Environment)\nRandomly select an outdoor setting.\nNatural light from the side.\nEmphasize the shine of oil on fried chicken, the moisture of the rice, and the freshness of the vegetables.\nThe overall color temperature is warm, with light that makes it look the most delicious at the point of sale.\n(Overall Tone)\n“Cute” + “Looks like it could actually be sold.”\nFusion of Character Bento × Product Photography × Food Sizzle."
103,E-commerce Main Image - Commercial Fashion Photograph with Strict Garment Preservation,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5985,0,"{\n  ""task_configuration"": {\n    ""type"": ""GENERATE"",\n    ""sub_type"": ""commercial_lifestyle_photograph"",\n    ""reference_logic"": ""STRICT_GARMENT_PRESERVATION_FROM_INPUT"",\n    ""aesthetic"": ""high_end_fashion_campaign"",\n    ""output_quality"": ""high_resolution_photorealistic""\n  },\n  ""subject_definition"": {\n    ""identity"": {\n      ""demographic"": ""white American female"",\n      ""physique"": ""fit"",\n      ""appearance"": ""beautiful, naturally styled""\n    },\n    ""skin_and_features"": {\n      ""realism_rule"": ""macro_level_human_realism; NO artificial smoothing or filtering"",\n      ""texture_details"": [\n        ""visible natural pores"",\n        ""light blemishes and imperfections"",\n        ""soft expression lines"",\n        ""light freckles across nose/cheeks"",\n        ""natural skin highlights""\n      ],\n      ""makeup"": ""minimal, natural or bare skin look""\n    },\n    ""attire_constraints"": {\n      ""source"": ""garment_from_input_reference_image"",\n      ""preservation_rules"": [\n        ""exact color dye and pattern"",\n        ""exact fabric weave and texture"",\n        ""exact thread stitching details"",\n        ""exact fit, drape, and silhouette on the body""\n      ],\n      ""modification_permission"": ""NONE""\n    },\n    ""pose"": {\n      ""framing"": ""full_body_standing"",\n      ""style"": ""natural, relaxed, confident"",\n      ""orientation"": ""facing camera to showcase garment""\n    }\n  },\n  ""environment_definition"": {\n    ""location_type"": ""outdoor_urban_sidewalk"",\n    ""specific_context"": ""outside a stylish cafe or boutique building facade"",\n    ""contextual_logic"": ""architecture and decor must visually complement the style of the reference clothing"",\n    ""atmosphere"": ""elevated, bustling but serene city life"",\n    ""background_elements"": [\n      ""textured building materials (brick, stone, wood)"",\n      ""cafe seating or plants"",\n      ""pavement textures""\n    ]\n  },\n  ""composition_and_layout"": {\n    ""camera_principles"": [\n      ""commercial fashion standards"",\n      ""golden ratio alignment of subject"",\n      ""product-centered focus""\n    ],\n    ""framing_scale"": ""wide full shot"",\n    ""spatial_margins"": {\n      ""top_margin"": ""generous clear space above head for potential typography/cropping"",\n      ""side_margins"": ""balanced clear space"",\n      ""bottom_margin"": ""clear space below feet""\n    }\n  },\n  ""lighting_and_optics"": {\n    ""source"": ""natural daylight"",\n    ""quality"": ""soft, diffused sunlight or open shade"",\n    ""color_temperature"": ""warm undertones"",\n    ""shadows"": ""clean, natural falloff defining form""\n  },\n  ""constraints_and_prohibitions"": {\n    ""must_not_render"": [\n      ""airbrushed skin"",\n      ""plastic textures"",\n      ""studio backdrop"",\n      ""altered clothing design"",\n      ""overly posed look""\n    ]\n  }\n}"
104,E-commerce Main Image - Flat Lay Fashion Editorial Image,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5802,0,"[OUTFIT_STYLE] = Use the outfit from the reference image | casual utilitarian womenswear | casual mens streetwear\n[COMPOSITION_SCHEME] = seated-inspired angular layout | standing-inspired vertical layout | walking-inspired offset layout | dynamic diagonal layout | balance-inspired asymmetric layout | editorial flat-lay grid break | sculptural negative-space layout | yoga-inspired angular balance layout | athletic-inspired directional layout\n[SURFACE] = clean matte studio backdrop | soft neutral paper surface | cool tone matte backdrop\n[ACCESSORY_MODE] = outfit_integrated | decorative | none\n\nMake a high resolution flat lay fashion image for editorial and catalog use.\nUse a strict top down camera angle with a natural 50mm equivalent perspective and perfectly parallel framing.\nSet the scene on [SURFACE] with no visible texture seams or edge shadows.\n\nShow only clothing items and approved accessories placed on the surface.\nDo not depict or imply any human body, body parts, limbs, skin, joints, or anatomy.\nDo not include legs, hips, feet, knees, or any biological structure.\n\nArrange garments as a flat, uninhabited composition following [COMPOSITION_SCHEME].\nInterpret [COMPOSITION_SCHEME] purely as a geometric layout logic, never as a body configuration.\nUse angles, spacing, and directional alignment only to suggest balance and posture.\n\nKeep every garment fully flat with zero internal volume.\nForce all bottom garments including pants or leggings to remain collapsed, empty, and tension-free.\nDo not stretch, contour, wrap, or compress fabric.\nRepresent bends only through sharp planar folds and angular breaks.\nProhibit smooth curves, rounded forms, seated volume, or body-fit deformation.\n\nAllow folds and wrinkles only as gravity-driven surface creases.\nEnsure clothing reads strictly as laid fabric, not worn, inhabited, or shaped by a body.\n\nSelect garments and accessories based on {argument name=""outfit style"" default=""OUTFIT_STYLE""}.\nIf [ACCESSORY_MODE] is outfit_integrated, include only functionally worn items.\nIf [ACCESSORY_MODE] is decorative, allow accessories as independent flat objects.\nIf [ACCESSORY_MODE] is none, exclude all accessories entirely.\n\nUse soft diffused daylight from above with gentle shadows directly beneath each item.\nKeep spacing balanced with visible negative space around the composition.\nAvoid mannequins, models, body silhouettes, stuffing, air filled shapes, extra items, text, logos, or branding.\nEnsure clarity, accurate fabric texture, and a calm contemporary aesthetic."
